date,open,high,low,close,volume
2026-02-09,55130.63,57337.07,55018.57,56363.94,0
2026-02-10,56812.01,57960.19,56812.01,57650.54,0
2026-02-12,57864.74,58015.08,57554.49,57639.84,0
2026-02-13,57197.33,57407.25,56652.48,56941.97,0
2026-02-16,57212.97,57219.2,56748.18,56806.41,0
2026-02-17,56819.37,56926.24,56135.12,56566.49,0
2026-02-18,56734.27,57392.89,56734.27,57143.84,0
2026-02-19,57472.08,57709.82,57362.01,57467.83,0
2026-02-20,56979.74,56979.74,56680.88,56825.7,0
2026-02-24,56764.14,57421.67,56732.93,57321.09,0
2026-02-25,57695.4,58875.17,57656.5,58583.12,0
2026-02-26,58995.39,59332.43,58577.84,58753.39,0
2026-02-27,58606.03,58924.17,58130.57,58850.27,0
2026-03-02,57976.2,58365.21,57285.77,58057.24,0
2026-03-03,57729.8,57890.76,56091.54,56279.05,0
2026-03-04,55470.88,55701.27,53618.2,54245.54,0
2026-03-05,55204.16,56619.98,54910.33,55278.06,0
2026-03-06,54674.6,55686.56,54513.43,55620.84,0
2026-03-09,54608.63,54608.63,51407.66,52728.72,0
2026-03-10,53524.09,54694.89,53487.19,54248.39,0
2026-03-11,54917.93,55745.38,54882.58,55025.37,0
2026-03-12,54387.9,54733.08,53796.01,54452.96,0
2026-03-13,53587.3,54065.31,53286.69,53819.61,0
2026-03-16,53627.86,53983.51,53113.95,53751.15,0
2026-03-17,54286.26,54388.43,53482.59,53700.39,0
2026-03-18,54148.84,55239.4,54148.84,55239.4,0
2026-03-19,54287.8,54333.02,53190.18,53372.53,0
2026-03-23,52468.72,52479.81,50688.76,51515.49,0
2026-03-24,52380.6,52701.99,51645.15,52252.28,0
2026-03-25,53015.8,54022.88,53015.8,53749.62,0
2026-03-26,53855.13,54175.8,53176.77,53603.65,0
2026-03-27,53239.59,53714.9,52516.92,53373.07,0
2026-03-30,52054.68,52054.68,50566.99,51885.85,0
2026-03-31,51382.53,52169.01,50558.91,51063.72,0
2026-04-01,51959.47,53739.68,51902.84,53739.68,0
2026-04-02,54066.83,54258.48,52273.07,52463.27,0
2026-04-03,53039.4,53426.31,52925.1,53123.49,0
2026-04-06,53205.93,54039.34,53205.93,53413.68,0
2026-04-07,53571.28,53916.35,53156.94,53429.56,0
2026-04-08,54386.65,56424.63,54380.02,56308.42,0
2026-04-09,56199.86,56406.49,55763.05,55895.32,0
2026-04-10,56265.77,57012.77,56251.18,56924.11,0
2026-04-13,56421.46,56765.72,56232.78,56502.77,0
2026-04-14,57085.65,57979.82,57010.18,57877.39,0
2026-04-15,58265.18,58585.95,58028.75,58134.24,0
2026-04-16,58479.83,59688.1,58428.19,59518.34,0
2026-04-17,59255.09,59381.25,58475.9,58475.9,0
2026-04-20,58821.16,59169.13,58687.96,58824.89,0
2026-04-21,59031.51,59611.91,59004.76,59349.17,0
2026-04-22,59104.11,59708.21,59005.48,59585.86,0
2026-04-23,59758.64,60013.98,58621.48,59140.23,0
2026-04-24,59407.44,59763.68,59225.37,59716.18,0
2026-04-27,59880.71,60903.95,59608.63,60537.36,0
2026-04-28,60531.78,60634.66,59701.84,59917.46,0
2026-04-30,59484.71,59560.57,58928.2,59284.92,0
2026-05-01,59379.12,59706.7,59263.5,59513.12,0
2026-05-07,60241.31,63091.14,60213.02,62833.84,0
2026-05-08,62654.01,62724.36,62137.95,62713.65,0
2026-05-11,63203.44,63385.04,62380.62,62417.88,0
2026-05-12,62618.72,63218.51,62158.43,62742.57,0
2026-05-13,62398.02,63347.91,62318.87,63272.11,0
2026-05-14,63263.46,63799.32,62654.05,62654.05,0
2026-05-15,62878.71,63235.77,60937.3,61409.29,0
2026-05-18,61299.87,61478.55,60376.98,60815.95,0
2026-05-19,61202.84,61456.31,60256.33,60550.59,0
2026-05-20,60567.27,60567.27,59292.25,59804.41,0
2026-05-21,60374.84,62043.53,60282.35,61684.14,0
2026-05-22,61913.36,63432.41,61842.56,63339.07,0
2026-05-25,63658.95,65408.87,63562.51,65158.19,0
2026-05-26,65247.24,65317.69,64605.69,64996.09,0
2026-05-27,65777.87,66428.81,64999.41,64999.41,0
2026-05-28,64770.76,65165.75,63875.04,64693.12,0
2026-05-29,65133.97,66505.02,65133.97,66329.5,0
2026-06-01,66363.43,67231.28,66244.84,66934.33,0
2026-06-02,66629.6,66748.06,65551.13,66734.24,0
2026-06-03,67238.53,68786.49,67238.53,68402.13,0
2026-06-04,67860.84,68051.94,66920.8,67470.69,0
2026-06-05,67115.0,67115.0,65862.21,66588.12,0
2026-06-08,65947.56,66115.18,63406.66,64024.6,0
